interaction_id	effect	arrow	genesymbol_source	uniprot_source	genesymbol_target	uniprot_target	C-type lectin receptor signaling pathway	Cytokine-cytokine receptor interaction	Cytosolic DNA-sensing pathway	Estrogen signaling pathway	IL-17 signaling pathway	NF-kappa B signaling pathway	NOD-like receptor signaling pathway	Osteoclast differentiation	Regulation of actin cytoskeleton	RIG-I-like receptor signaling pathway	T cell receptor signaling pathway	Th17 cell differentiation	TNF signaling pathway	Toll-like receptor signaling pathway	Viral protein interaction with cytokine and cytokine receptor	sum.interaction	pathway.interaction	reference	CyFi_MAP_interactions	status	expression_dorothea
Q07817_Q9C000_inhibition	inhibition	--|	BCL2L1	Q07817	NLRP1	Q9C000	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q07889_O95267_activation	activation	-->	SOS1	Q07889	RASGRP1	O95267	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	T cell receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q07889_P01112_activation	activation	-->	SOS1	Q07889	HRAS	P01112	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	Estrogen signaling pathway	KEGG	FALSE	NA	FALSE
Q07889_P01116_activation	activation	-->	SOS1	Q07889	KRAS	P01116	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	Estrogen signaling pathway	KEGG	FALSE	NA	FALSE
Q07889_P62070_activation	activation	-->	SOS1	Q07889	RRAS2	P62070	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
Q08209_O95644_activation	activation	-->	PPP3CA	Q08209	NFATC1	O95644	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	4	NA	KEGG	FALSE	NA	FALSE
Q08828_P17612_compound - 20	compound - 20	20	ADCY1	Q08828	PRKACA	P17612	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	Estrogen signaling pathway	KEGG	FALSE	NA	FALSE
Q08881_P15498_phosphorylation	phosphorylation	+p	ITK	Q08881	VAV1	P15498	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	T cell receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q08881_P19174_activation	activation	-->	ITK	Q08881	PLCG1	P19174	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	T cell receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q08881_Q13094_binding/association	binding/association	---	ITK	Q08881	LCP2	Q13094	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	T cell receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q12888_O14862_inhibition	inhibition	--|	TP53BP1	Q12888	AIM2	O14862	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q12933_O43318_activation	activation	-->	TRAF2	Q12933	MAP3K7	O43318	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	3	NA	KEGG	FALSE	NA	FALSE
Q12933_O43353_ubiquitination	ubiquitination	+u	TRAF2	Q12933	RIPK2	O43353	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q12933_P06241_binding/association	binding/association	---	TRAF2	Q12933	FYN	P06241	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	Osteoclast differentiation	KEGG	FALSE	NA	FALSE
Q12933_P42336_activation	activation	-->	TRAF2	Q12933	PIK3CA	P42336	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	TNF signaling pathway	KEGG	FALSE	NA	FALSE
Q12933_Q06187_activation	activation	-->	TRAF2	Q12933	BTK	Q06187	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	NF-kappa B signaling pathway	KEGG	FALSE	NA	FALSE
Q12933_Q13490_activation	activation	-->	TRAF2	Q12933	BIRC2	Q13490	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	TNF signaling pathway	KEGG	FALSE	NA	FALSE
Q12933_Q99558_activation	activation	-->	TRAF2	Q12933	MAP3K14	Q99558	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	3	NA	KEGG	FALSE	NA	FALSE
Q12933_Q9H2G2_binding/association	binding/association	---	TRAF2	Q12933	SLK	Q9H2G2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	Osteoclast differentiation	KEGG	FALSE	NA	FALSE
Q12933_Q9UQC2_binding/association	binding/association	---	TRAF2	Q12933	GAB2	Q9UQC2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	Osteoclast differentiation	KEGG	FALSE	NA	FALSE
Q12959_Q16539_binding/association	binding/association	---	DLG1	Q12959	MAPK14	Q16539	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	T cell receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q13009_P63000_activation	activation	-->	TIAM1	Q13009	RAC1	P63000	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
Q13075_Q9NPP4_activation	activation	-->	NAIP	Q13075	NLRC4	Q9NPP4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q13094_P15498_binding/association	binding/association	---	LCP2	Q13094	VAV1	P15498	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	T cell receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q13114_O43318_activation	activation	-->	TRAF3	Q13114	MAP3K7	O43318	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	NF-kappa B signaling pathway	KEGG	FALSE	NA	FALSE
Q13114_Q06187_activation	activation	-->	TRAF3	Q13114	BTK	Q06187	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	NF-kappa B signaling pathway	KEGG	FALSE	NA	FALSE
Q13114_Q12933_binding/association	binding/association	---	TRAF3	Q13114	TRAF2	Q12933	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	RIG-I-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q13114_Q14164_activation	activation	-->	TRAF3	Q13114	IKBKE	Q14164	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q13114_Q92844_binding/association	binding/association	---	TRAF3	Q13114	TANK	Q92844	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	RIG-I-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q13114_Q99558_activation	activation	-->	TRAF3	Q13114	MAP3K14	Q99558	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	NF-kappa B signaling pathway	KEGG	FALSE	NA	FALSE
Q13153_P04049_activation	activation	-->	PAK1	Q13153	RAF1	P04049	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	C-type lectin receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q13158_P42574_activation	activation	-->	FADD	Q13158	CASP3	P42574	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	IL-17 signaling pathway	KEGG	FALSE	NA	FALSE
Q13158_Q14790_activation	activation	-->	FADD	Q13158	CASP8	Q14790	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	NA	KEGG	FALSE	NA	FALSE
Q13158_Q92851_activation	activation	-->	FADD	Q13158	CASP10	Q92851	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	TNF signaling pathway	KEGG	FALSE	NA	FALSE
Q13191_P06239_ubiquitination	ubiquitination	+u	CBLB	Q13191	LCK	P06239	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	T cell receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q13191_P06241_ubiquitination	ubiquitination	+u	CBLB	Q13191	FYN	P06241	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	T cell receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q13191_P43403_ubiquitination	ubiquitination	+u	CBLB	Q13191	ZAP70	P43403	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	T cell receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q13191_P43405_ubiquitination	ubiquitination	+u	CBLB	Q13191	SYK	P43405	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	C-type lectin receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q13191_Q6EIG7_ubiquitination	ubiquitination	+u	CBLB	Q13191	CLEC6A	Q6EIG7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	C-type lectin receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q13191_Q9BXN2_ubiquitination	ubiquitination	+u	CBLB	Q13191	CLEC7A	Q9BXN2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	C-type lectin receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q13255_P50148_activation	activation	-->	GRM1	Q13255	GNAQ	P50148	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	Estrogen signaling pathway	KEGG	FALSE	NA	FALSE
Q13464_O14950_activation	activation	-->	ROCK1	Q13464	MYL12B	O14950	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
Q13464_O14974_inhibition	inhibition	--|	ROCK1	Q13464	PPP1R12A	O14974	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
Q13464_P19634_phosphorylation	phosphorylation	+p	ROCK1	Q13464	SLC9A1	P19634	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
Q13464_P53667_phosphorylation	phosphorylation	+p	ROCK1	Q13464	LIMK1	P53667	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
Q13464_Q9Y2I7_phosphorylation	phosphorylation	+p	ROCK1	Q13464	PIKFYVE	Q9Y2I7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
Q13490_O43353_ubiquitination	ubiquitination	+u	BIRC2	Q13490	RIPK2	O43353	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q13490_Q13114_ubiquitination	ubiquitination	+u	BIRC2	Q13490	TRAF3	Q13114	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	NF-kappa B signaling pathway	KEGG	FALSE	NA	FALSE
Q13490_Q13546_ubiquitination	ubiquitination	+u	BIRC2	Q13490	RIPK1	Q13546	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	NA	KEGG	FALSE	NA	FALSE
Q13526_Q14653_binding/association	binding/association	---	PIN1	Q13526	IRF3	Q14653	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	RIG-I-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q13546_O43318_activation	activation	-->	RIPK1	Q13546	MAP3K7	O43318	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	NF-kappa B signaling pathway	KEGG	FALSE	NA	FALSE
Q13546_P46734_activation	activation	-->	RIPK1	Q13546	MAP2K3	P46734	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	TNF signaling pathway	KEGG	FALSE	NA	FALSE
Q13546_Q9Y4K3_binding/association	binding/association	---	RIPK1	Q13546	TRAF6	Q9Y4K3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	Toll-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q13546_Q9Y572_binding/association	binding/association	---	RIPK1	Q13546	RIPK3	Q9Y572	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	NA	KEGG	FALSE	NA	FALSE
Q13546_Q9Y6K9_activation	activation	-->	RIPK1	Q13546	IKBKG	Q9Y6K9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	TNF signaling pathway	KEGG	FALSE	NA	FALSE
Q14005_P01730_activation	activation	-->	IL16	Q14005	CD4	P01730	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Cytokine-cytokine receptor interaction	KEGG	FALSE	NA	FALSE
Q14155_P60953_activation	activation	-->	ARHGEF7	Q14155	CDC42	P60953	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
Q14155_P63000_activation	activation	-->	ARHGEF7	Q14155	RAC1	P63000	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
Q14155_Q9NZN5_inhibition	inhibition	--|	ARHGEF7	Q14155	ARHGEF12	Q9NZN5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
Q14155_Q9Y2X7_activation	activation	-->	ARHGEF7	Q14155	GIT1	Q9Y2X7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
Q14164_O43734_activation	activation	-->	IKBKE	Q14164	TRAF3IP2	O43734	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	IL-17 signaling pathway	KEGG	FALSE	NA	FALSE
Q14164_P42224_activation	activation	-->	IKBKE	Q14164	STAT1	P42224	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	C-type lectin receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q14164_Q14653_activation	activation	-->	IKBKE	Q14164	IRF3	Q14653	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q14164_Q92844_binding/association	binding/association	---	IKBKE	Q14164	TANK	Q92844	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q14164_Q9NQC7_inhibition	inhibition	--|	IKBKE	Q14164	CYLD	Q9NQC7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	C-type lectin receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q14164_Q9UHD2_binding/association	binding/association	---	IKBKE	Q14164	TBK1	Q9UHD2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	NA	KEGG	FALSE	NA	FALSE
Q14185_P63000_activation	activation	-->	DOCK1	Q14185	RAC1	P63000	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
Q14192_Q12933_inhibition	inhibition	--|	FHL2	Q14192	TRAF2	Q12933	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	Osteoclast differentiation	KEGG	FALSE	NA	FALSE
Q14258_O95786_ubiquitination	ubiquitination	+u	TRIM25	Q14258	RIGI	O95786	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	NA	KEGG	FALSE	NA	FALSE
Q14344_Q9NZN5_activation	activation	-->	GNA13	Q14344	ARHGEF12	Q9NZN5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
Q14643_Q8TD86_compound - 19	compound - 19	19	ITPR1	Q14643	CALML6	Q8TD86	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	NA	KEGG	FALSE	NA	FALSE
Q14643_Q96P20_compound - 19	compound - 19	19	ITPR1	Q14643	NLRP3	Q96P20	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q14790_P29466_activation	activation	-->	CASP8	Q14790	CASP1	P29466	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q14790_P42574_activation	activation	-->	CASP8	Q14790	CASP3	P42574	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	TNF signaling pathway	KEGG	FALSE	NA	FALSE
Q14790_P55210_activation	activation	-->	CASP8	Q14790	CASP7	P55210	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	TNF signaling pathway	KEGG	FALSE	NA	FALSE
Q14790_Q13158_binding/association	binding/association	---	CASP8	Q14790	FADD	Q13158	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q14790_Q9ULZ3_binding/association	binding/association	---	CASP8	Q14790	PYCARD	Q9ULZ3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	C-type lectin receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q15052_P63000_activation	activation	-->	ARHGEF6	Q15052	RAC1	P63000	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
Q15399_O60603_binding/association	binding/association	---	TLR1	Q15399	TLR2	O60603	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	Toll-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q15628_Q12933_binding/association	binding/association	---	TRADD	Q15628	TRAF2	Q12933	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	NA	KEGG	FALSE	NA	FALSE
Q15628_Q13114_binding/association	binding/association	---	TRADD	Q15628	TRAF3	Q13114	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	RIG-I-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q15628_Q13158_activation	activation	-->	TRADD	Q15628	FADD	Q13158	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	NA	KEGG	FALSE	NA	FALSE
Q15628_Q13546_binding/association	binding/association	---	TRADD	Q15628	RIPK1	Q13546	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	TNF signaling pathway	KEGG	FALSE	NA	FALSE
Q15628_Q92844_binding/association	binding/association	---	TRADD	Q15628	TANK	Q92844	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	RIG-I-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q15654_O43353_activation	activation	-->	TRIP6	Q15654	RIPK2	O43353	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q15750_O43318_binding/association	binding/association	---	TAB1	Q15750	MAP3K7	O43318	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	NA	KEGG	FALSE	NA	FALSE
Q15750_Q9NYJ8_binding/association	binding/association	---	TAB1	Q15750	TAB2	Q9NYJ8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	Toll-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q16512_O15553_inhibition	inhibition	--|	PKN1	Q16512	MEFV	O15553	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q16539_P01100_activation	activation	-->	MAPK14	Q16539	FOS	P01100	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	3	NA	KEGG	FALSE	NA	FALSE
Q16539_P05412_activation	activation	-->	MAPK14	Q16539	JUN	P05412	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	3	NA	KEGG	FALSE	NA	FALSE
Q16539_P17676_activation	activation	-->	MAPK14	Q16539	CEBPB	P17676	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	TNF signaling pathway	KEGG	FALSE	NA	FALSE
Q16552_Q96F46_activation	activation	-->	IL17A	Q16552	IL17RA	Q96F46	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	IL-17 signaling pathway	KEGG	FALSE	NA	FALSE
Q16566_P16220_activation	activation	-->	CAMK4	Q16566	CREB1	P16220	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	Osteoclast differentiation	KEGG	FALSE	NA	FALSE
Q16666_O14862_inhibition	inhibition	--|	IFI16	Q16666	AIM2	O14862	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q16666_Q86WV6_activation	activation	-->	IFI16	Q16666	STING1	Q86WV6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q16666_Q9ULZ3_binding/association	binding/association	---	IFI16	Q16666	PYCARD	Q9ULZ3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q3LXA3_Q9BYX4_inhibition	inhibition	--|	TKFC	Q3LXA3	IFIH1	Q9BYX4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	RIG-I-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q56P42_Q9ULZ3_inhibition	inhibition	--|	PYDC2	Q56P42	PYCARD	Q9ULZ3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q58A45_Q9ULZ3_binding/association	binding/association	---	PAN3	Q58A45	PYCARD	Q9ULZ3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q5EG05_P29466_inhibition	inhibition	--|	CARD16	Q5EG05	CASP1	P29466	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q5T6X5_NA_activation	activation	-->	GPRC6A	Q5T6X5	PLCB3	NA	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	NA	KEGG	FALSE	NA	FALSE
Q5T6X5_Q9NQ66_activation	activation	-->	GPRC6A	Q5T6X5	PLCB1	Q9NQ66	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q5VWQ8_Q99683_activation	activation	-->	DAB2IP	Q5VWQ8	MAP3K5	Q99683	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	TNF signaling pathway	KEGG	FALSE	NA	FALSE
Q676U5_O94817_binding/association	binding/association	---	ATG16L1	Q676U5	ATG12	O94817	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q676U5_O95166_activation	activation	-->	ATG16L1	Q676U5	GABARAP	O95166	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q676U5_Q9H1Y0_binding/association	binding/association	---	ATG16L1	Q676U5	ATG5	Q9H1Y0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q6EIG7_P30273_binding/association	binding/association	---	CLEC6A	Q6EIG7	FCER1G	P30273	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	C-type lectin receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q6UWB1_P42224_activation	activation	-->	IL27RA	Q6UWB1	STAT1	P42224	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	Th17 cell differentiation	KEGG	FALSE	NA	FALSE
Q6UXS9_P29466_inhibition	inhibition	--|	CASP12	Q6UXS9	CASP1	P29466	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q6ZMJ4_P07333_activation	activation	-->	IL34	Q6ZMJ4	CSF1R	P07333	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	NA	KEGG	FALSE	NA	FALSE
Q7Z434_Q12933_activation	activation	-->	MAVS	Q7Z434	TRAF2	Q12933	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	RIG-I-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q7Z434_Q13114_activation	activation	-->	MAVS	Q7Z434	TRAF3	Q13114	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	NA	KEGG	FALSE	NA	FALSE
Q7Z434_Q15628_activation	activation	-->	MAVS	Q7Z434	TRADD	Q15628	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	RIG-I-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q7Z434_Q8IWA4_binding/association	binding/association	---	MAVS	Q7Z434	MFN1	Q8IWA4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q7Z434_Q96P20_activation	activation	-->	MAVS	Q7Z434	NLRP3	Q96P20	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q7Z434_Q9Y4K3_activation	activation	-->	MAVS	Q7Z434	TRAF6	Q9Y4K3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	RIG-I-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q86UT6_Q7Z434_inhibition	inhibition	--|	NLRX1	Q86UT6	MAVS	Q7Z434	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	NA	KEGG	FALSE	NA	FALSE
Q86WV6_Q7Z434_binding/association	binding/association	---	STING1	Q86WV6	MAVS	Q7Z434	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	RIG-I-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q86WV6_Q9UHD2_activation	activation	-->	STING1	Q86WV6	TBK1	Q9UHD2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q86XR7_Q8IUC6_activation	activation	-->	TICAM2	Q86XR7	TICAM1	Q8IUC6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	Toll-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q86YV6_O14950_phosphorylation	phosphorylation	+p	MYLK4	Q86YV6	MYL12B	O14950	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
Q8IUC6_Q13114_activation	activation	-->	TICAM1	Q8IUC6	TRAF3	Q13114	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	Toll-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q8IUC6_Q9Y4K3_activation	activation	-->	TICAM1	Q8IUC6	TRAF6	Q9Y4K3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	Toll-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q8NB16_Q96HS1_activation	activation	-->	MLKL	Q8NB16	PGAM5	Q96HS1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	TNF signaling pathway	KEGG	FALSE	NA	FALSE
Q8NDV2_Q14344_activation	activation	-->	GPR26	Q8NDV2	GNA13	Q14344	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
Q8NEV9_Q6UWB1_activation	activation	-->	IL27	Q8NEV9	IL27RA	Q6UWB1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	Th17 cell differentiation	KEGG	FALSE	NA	FALSE
Q8TD86_P29474_activation	activation	-->	CALML6	Q8TD86	NOS3	P29474	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	Estrogen signaling pathway	KEGG	FALSE	NA	FALSE
Q8TD86_Q08209_activation	activation	-->	CALML6	Q8TD86	PPP3CA	Q08209	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	C-type lectin receptor signaling pathway	KEGG	FALSE	NA	FALSE
